id	isolate	aliases	country	year	disease	source	epidemiology	species	serogroup	genogroup	genogroup_notes	capsule_group	serotype	bioproject_accession	biosample_accession	ENA_run_accession	sender	strain_designation	Bact_rmlstc_20	Bact_rmlstc_10	Bact_rmlstc_5
82625	ExNm717		Australia	NA				Neisseria oralis									304	ND: P1.ND,ND: F-ND: ST-15740 ()	31380	45288	59752
21046	CCUG 804	Berger M33	Unknown	NA		other		Neisseria oralis								ERR160754	8	ND: P1.ND,ND: F-ND: ST-10256 ()	221	588	882
19091	CCUG 26878 T	ATCC 25999; BennettTree50; Berger M3; CIP 73 14; NCTC 10777	Unknown	NA	carrier	other	carrier	Neisseria oralis								ERR027246	8	ND: P1.ND,ND: F-ND: ST-ND (-)	241	646	1000
20541	1942b		Tunisia	NA				Neisseria perflava									245	ND: P1.ND,ND: F-ND: ST-9925 ()			
18639	26308		France	2011	invasive (unspecified/other)	blood		Neisseria perflava									128	ND: P1.ND,ND: F-ND: ST-ND (-)			
20542	4899a		Tunisia	NA				Neisseria perflava									245	ND: P1.ND,ND: F-ND: ST-9926 ()			
82632	ExNm728		Australia	NA				Neisseria perflava									304	ND: P1.ND,ND: F-ND: ST-ND (-)			
18171	26006		France	2010	invasive (unspecified/other)	blood		Neisseria polysaccharea									128	ND: P1.ND,ND: F1-7: ST-ND (-)			
36167	12046_2014		Ireland	2014	carrier			Neisseria polysaccharea	other			other				ERR976854	91	other: P1.ND,ND: F1-34: ST-11382 ()	3177	6090	9572
46200	G97_1061		The Gambia	1997	carrier	throat swab	carrier	Neisseria polysaccharea								ERR1674736	36	ND: P1.ND,ND: F-ND: ST-12613 ()	176	9641	13853
36148	12024_2014		Ireland	2014	carrier			Neisseria polysaccharea	other			other				ERR976838	91	other: P1.ND,ND: F3-18: ST-11376 ()	3181	6118	9669
42468	M16 240183		UK	2016		other		Neisseria polysaccharea	NG			NG				ERR1389457	225	NG: P1.ND,ND: F1-22: ST-3574 ()	212	579	873
21521	P6-A		UK	NA				Neisseria polysaccharea									8	ND: P1.ND,ND: F-ND: ST-3557 ()			
38981	LNP24574		France	NA				Neisseria polysaccharea									75	ND: P1.ND,ND: F5-36,F7-3: ST-16007 ()	176	6188	9793
55167	2141506		The Netherlands	2014		other		Neisseria polysaccharea	NG			NG					19	NG: P1.ND,ND: F6-4: ST-13591 ()	27235	26584	34366
44655	52189		South Africa	2017	invasive (unspecified/other)	other	sporadic case	Neisseria polysaccharea									470	ND: P1.ND,ND: F1-80: ST-14293 ()	212	579	39096
53400	M17 240155		Unknown	NA				Neisseria polysaccharea								ERR1994730	225	ND: P1.ND,ND: F1-89: ST-14298 ()	7356	11613	16331
82539	P206414321C		Australia	2020				Neisseria polysaccharea									525	ND: P1.ND,ND: F1-68: ST-3574 ()	212	579	873
46196	G97_1162		The Gambia	1997	carrier	throat swab	carrier	Neisseria polysaccharea								ERR1674732	36	ND: P1.ND,ND: F4-5: ST-12591 ()	5892	9642	13854
5216	P7-A		France	NA	carrier			Neisseria polysaccharea									8	ND: P1.ND,ND: F-ND: ST-3581 ()			
43335	01_00098_XS1_1		Mali	2010	carrier	throat swab		Neisseria polysaccharea								ERR1604112	271	ND: P1.ND,ND: F1-3: ST-15705 ()	5892	9642	13854
44630	OX42150		UK [England]	2015	carrier	throat swab	carrier	Neisseria polysaccharea	NG	cnl		cnl	NT			ERR1863036	161	cnl: P1.ND,ND: F7-3: ST-12746 ()	176	6187	12482
46475	M-856		Malawi	NA				Neisseria polysaccharea								ERR107448	2	ND: P1.ND,ND: F7-1: ST-6284 ()	176	954	1541
46467	M-571		Malawi	NA				Neisseria polysaccharea								ERR107440	2	ND: P1.ND,ND: F5-95: ST-6260 ()	176	954	1541
44102	BR40761B	BR40761 B	UK [England]	2014	carrier	throat swab	carrier	Neisseria polysaccharea	NG	NG		NG	NT			ERR1517398	161	NG: P1.ND,ND: F1-112: ST-12375 ()	176	8568	12481
46186	G97_1651		The Gambia	1997	carrier	throat swab	carrier	Neisseria polysaccharea								ERR1674722	36	ND: P1.ND,ND: F1-72: ST-12591 ()	5892	9642	13854
46428	M-198		Malawi	NA				Neisseria polysaccharea								ERR107400	2	ND: P1.ND,ND: F1-7: ST-6195 ()	176	954	1541
21048	871		Unknown	NA				Neisseria shayeganii									8	ND: P1.ND,2-59: F-ND: ST-ND (-)	3211	6189	9794
18646	26332		France	2011	invasive (unspecified/other)	blood		Neisseria sicca									128	ND: P1.ND,ND: F-ND: ST-ND (-)			
14002	20434		France	2003		other		Neisseria sicca									75	ND: P1.ND,ND: F-ND: ST-ND (-)			
9039	64		Malawi	NA				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-6179 ()			
9118	95		Malawi	NA				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-6258 ()			
40200	4725		USA	2010				Neisseria sp.									342	ND: P1.ND,ND: F-ND: ST-ND (-)	2808	5419	8522
21062	CCUG 21444	OMGS 0370	Sweden	1987				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-10151 ()	223	590	884
9128	261		Malawi	NA				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-6268 ()			
39720	LNP25410		France	2009				Neisseria sp.									75	ND: P1.ND,ND: F-ND: ST-ND (-)			
34477	12017/14		Ireland	2014	invasive (unspecified/other)	blood		Neisseria sp.									166	ND: P1.ND,ND: F-ND: ST-ND (-)			
9129	318		Malawi	NA				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-6269 ()			
57286	N.177/16		Brazil	2016	invasive (unspecified/other)		sporadic case	Neisseria sp.									236	ND: P1.ND,ND: F-ND: ST-ND (-)	11141	15951	21164
5210	NP7		Spain	NA	carrier			Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-3575 ()			
95638	IE21Nm045	72245200	Ireland	2021		eye		Neisseria sp.								ERR8007522	93	ND: P1.18-10,43: F4-7: ST-1580 ()	167	503	747
9076	212A		Malawi	NA				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-6216 ()			
9043	760		Malawi	NA				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-6183 ()			
9122	211		Malawi	NA				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-6262 ()			
40201	4861		USA	2012		sputum		Neisseria sp.									342	ND: P1.ND,ND: F-ND: ST-ND (-)			
9145	672M		Malawi	NA				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-6285 ()			
34479	12040/14		Ireland	2014				Neisseria sp.									166	ND: P1.ND,ND: F-ND: ST-ND (-)			
72035	SMG-20-140		UK [Scotland]	2020	other	other		Neisseria sp.									83	ND: P1.ND,ND: F4-24: ST-16087 ()	27165	38663	50550
9133	262		Malawi	NA				Neisseria sp.									8	ND: P1.ND,ND: F-ND: ST-6273 ()			
56407	DSM 103441T		China	2015		other		Neisseria sp.									415	ND: P1.ND,ND: F-ND: ST-ND (-)	11137	15947	21156
84263	Nei437		China	2014	carrier	throat swab	carrier	Neisseria subflava								ERR3623519	234	ND: P1.ND,ND: F1-7: ST-14793 ()			
38976	LNP17345		France	NA				Neisseria subflava									75	ND: P1.ND,ND: F6-1: ST-16005 ()	210	575	869
38979	LNP19085		France	NA				Neisseria subflava									75	ND: P1.ND,ND: F5-19: ST-15689 ()			
49366	CCUG 24960	ATCC 49277; BennettTree41; NRL 30, 017	Unknown	NA				Neisseria subflava								ERR160748	8	ND: P1.ND,ND: F6-8: ST-9344 ()	217	584	878
46269	595_NLAC		USA	NA		other		Neisseria subflava									271	ND: P1.ND,ND: F5-19: ST-16040 ()	6229	10168	14622
28340	20140227-61		Australia	2012	septicaemia	blood	sporadic case	Neisseria subflava									214	ND: P1.ND,ND: F-ND: ST-ND (-)			
5206	NP4		Spain	NA	carrier			Neisseria subflava									8	ND: P1.ND,ND: F-ND: ST-3571 ()			
43794	BR41470		UK [England]	2015	carrier	throat swab	carrier	Neisseria subflava	NG	L		L	NT			ERR1447305	161	L: P1.ND,ND: F-ND: ST-12151 ()	353	938	11385
43741	BR40608		UK [England]	2014	carrier	throat swab	carrier	Neisseria subflava	NG	L		L	NT			ERR1447169	161	L: P1.ND,ND: F-ND: ST-12145 ()	4352	7580	11354
49365	CCUG 801	BennettTree36; Berger 208	Unknown	NA				Neisseria subflava								ERR160763	8	ND: P1.ND,ND: F5-19: ST-9343 ()	203	568	861
49347	CCUG 29761	BennettTree38; HS:B9201468; LNP 12899	Sweden	1992		other		Neisseria subflava								ERR160728	8	ND: P1.ND,ND: F6-5: ST-9337 ()	211	578	872
49863	PL40548		UK [England]	2015	carrier	throat swab	carrier	Neisseria subflava	NG	NG		NG				ERR1761802	161	NG: P1.ND,ND: F-ND: ST-12674 ()	6399	10419	14973
43570	BR40103		UK [England]	2014	carrier	throat swab	carrier	Neisseria subflava	NG	L		L	NT			ERR1447122	161	L: P1.ND,ND: F-ND: ST-12140 ()	180	538	810
14732	NRL30031	BennettTree31; H210	Unknown	NA				Neisseria subflava									2	ND: P1.ND,ND: F3-11: ST-3576 ()	178	512	760
39722	LNP26332		France	2011				Neisseria subflava									75	ND: P1.ND,ND: F-ND: ST-16009 ()	5668	9100	13063
61329	20925-23		UK [England]	2018	carrier	other	carrier	Neisseria subflava									432	ND: P1.ND,ND: F6-1: ST-14301 ()	3200	6172	9774
5200	0523/93		Czech Republic	1993	carrier			Neisseria subflava									8	ND: P1.ND,ND: F-ND: ST-3565 ()			
44616	OX42006		UK [England]	2015	carrier	throat swab	carrier	Neisseria subflava	NG	L		L	NT			ERR1771243	161	L: P1.ND,ND: F-ND: ST-12595 ()	180	8570	12485
44615	OX42005		UK [England]	2015	carrier	throat swab	carrier	Neisseria subflava	NG	L		L	NT			ERR1771241	161	L: P1.ND,ND: F-ND: ST-12594 ()	353	938	11385
28339	20140227-57		Australia	2005	septicaemia	blood	sporadic case	Neisseria subflava									214	ND: P1.ND,ND: F-ND: ST-ND (-)			
43130	12_14141_XS2_1		Chad	2011	carrier	throat swab		Neisseria uirgultaei								ERR1730444	271	ND: P1.ND,ND: F11-8: ST-16022 ()	6108	9947	14296
43128	12_12795_XS2_1		Chad	2011	carrier	throat swab		Neisseria uirgultaei								ERR1730442	271	ND: P1.ND,ND: F11-8: ST-16022 ()	6108	9947	14296
43136	12_14600_XS2_1		Chad	2011	carrier	throat swab		Neisseria uirgultaei								ERR1730450	271	ND: P1.ND,ND: F11-8: ST-16022 ()	6108	9947	14296
43132	12_13996_XS2_1		Chad	2011	carrier	throat swab		Neisseria uirgultaei								ERR1730446	271	ND: P1.ND,ND: F11-8: ST-16026 ()	6108	9947	14296
43131	12_23282_XS3_1		Chad	2011	carrier	throat swab		Neisseria uirgultaei								ERR1730445	271	ND: P1.ND,ND: F11-8: ST-16022 ()	6108	9947	14296
43129	12_13955_XS2_1		Chad	2011	carrier	throat swab		Neisseria uirgultaei								ERR1730443	271	ND: P1.ND,ND: F11-8: ST-16022 ()	6108	9947	14296
43135	12_17465_XS2_1		Chad	2011	carrier	throat swab		Neisseria uirgultaei								ERR1730449	271	ND: P1.ND,ND: F1-31: ST-16022 ()	6108	9947	14296
43134	12_13988_XS2_1		Chad	2011	carrier	throat swab		Neisseria uirgultaei								ERR1730448	271	ND: P1.ND,ND: F11-8: ST-16026 ()	6108	9947	14296
43133	12_13835_XS2_1		Chad	2011	carrier	throat swab		Neisseria uirgultaei								ERR1730447	271	ND: P1.ND,ND: F11-8: ST-16022 ()	6108	9947	14296
46478	M-879		Malawi	NA				Neisseria viridiae								ERR107451	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46472	M-786		Malawi	NA				Neisseria viridiae								ERR107445	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46405	M-064		Malawi	NA				Neisseria viridiae								ERR107377	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46463	M-448		Malawi	NA				Neisseria viridiae								ERR107436	2	ND: P1.ND,ND: F-ND: ST-6264 ()	359	951	1536
46432	M-211		Malawi	NA				Neisseria viridiae								ERR107404	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46439	M-226		Malawi	NA				Neisseria viridiae								ERR107411	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46465	M-457		Malawi	NA				Neisseria viridiae								ERR107438	2	ND: P1.ND,ND: F-ND: ST-6265 ()	359	951	1536
46442	M-249		Malawi	NA				Neisseria viridiae								ERR107414	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46476	M-872		Malawi	NA				Neisseria viridiae								ERR107449	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46471	M-784		Malawi	NA				Neisseria viridiae								ERR107444	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46477	M-875		Malawi	NA				Neisseria viridiae								ERR107450	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46431	M-210		Malawi	NA				Neisseria viridiae								ERR107403	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46438	M-225		Malawi	NA				Neisseria viridiae								ERR107410	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46429	M-200		Malawi	NA				Neisseria viridiae								ERR107401	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46408	M-079		Malawi	NA				Neisseria viridiae								ERR107380	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46468	M-672M		Malawi	NA				Neisseria viridiae								ERR107441	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46473	M-802		Malawi	NA				Neisseria viridiae								ERR107446	2	ND: P1.ND,ND: F-ND: ST-6263 ()	359	951	1536
46416	M-102		Malawi	NA				Neisseria viridiae								ERR107388	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46461	M-384		Malawi	NA				Neisseria viridiae								ERR107434	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
46415	M-101		Malawi	NA				Neisseria viridiae								ERR107387	2	ND: P1.ND,ND: F-ND: ST-6179 ()	359	951	1536
21049	9715		Unknown	NA		other		Neisseria wadsworthii									8	ND: P1.ND,ND: F-ND: ST-ND (-)	242	647	1001
49368	CCUG 4007 T	ATCC 51410; BennettTree55; CCUG 33675; CIP 103940; DSM 17688; ISL 775/91; LMG 5135; NCTC 12742	Sweden	1974		other		Neisseria weaveri								ERR160758	8	ND: P1.ND,ND: F-ND: ST-9346 ()	5669	9101	13064
39725	LNP24849		France	2008				Neisseria zoodegmatis									75	ND: P1.ND,ND: F-ND: ST-ND (-)	2815	5429	8537
36317	NCTC 12230 T		USA	NA				Neisseria zoodegmatis								ERR977058	308	ND: P1.ND,ND: F-ND: ST-ND (-)	3216	6195	9800
74734	IE16-NmOB-38	WTCHG_781795_72395215	Ireland	2013				Non-Neisseria sp.								ERR4198169	93	ND: P1.ND,ND: F-ND: ST-ND (-)	28989	41423	54699
94108	200931	2200931100	Bangladesh	2010	septicaemia	blood	sporadic case	Non-Neisseria sp.	other	NG	No Backbone: No Capsule Genes Found. Prediction code: https://github.com/ntopaz/characterize_neisseria_capsule.	discrepancy					531	discrepancy: P1.ND,ND: F-ND: ST-ND (-)	34593	50119	66049
111345	SC12		Unknown	2021	other			Non-Neisseria sp.	other			other				ERR8015124	356	other: P1.ND,ND: F-ND: ST-ND (-)	35369	51275	67677
